altitude	exposition	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	espece
3075	355	10	361	61	1624	203	222	157	1063	0
3129	163	10	750	92	1756	230	243	145	703	0
3078	346	9	384	61	1626	203	226	161	1015	0
3004	353	21	150	55	1410	180	199	154	1243	0
3080	291	12	607	63	1549	185	238	193	778	0
2993	49	29	242	53	1380	218	166	64	1148	0
3054	211	23	484	238	1511	194	254	186	323	0
2964	217	26	323	148	1381	183	254	195	180	0
2843	53	23	234	29	1146	226	184	81	677	0
3050	297	14	720	9	1252	180	235	195	830	0
2879	41	25	295	66	1084	214	178	85	696	0
3031	250	19	553	77	1366	177	250	209	400	0
3099	330	29	589	58	1296	140	192	184	955	0
3265	330	17	566	168	3337	177	217	178	3446	0
3153	55	10	424	112	1288	226	219	126	1124	0
2978	251	24	492	157	1216	161	248	220	272	0
2828	66	22	30	14	1020	235	190	75	313	0
3117	225	4	42	2	2165	214	243	166	722	0
3118	331	2	283	59	721	213	236	160	1383	0
3120	336	9	242	61	702	199	227	167	1419	0
2957	196	15	190	25	1040	215	251	167	607	0
3094	76	12	547	35	630	235	217	111	1110	0
3067	61	16	663	8	607	231	206	103	1008	0
3101	112	10	480	42	510	238	229	121	1209	0
3321	244	16	466	92	3341	186	251	201	1332	0
3089	187	15	285	30	457	220	250	158	1438	0
2924	44	26	256	107	594	216	174	79	674	0
3313	194	9	376	52	3360	219	247	163	1329	0
3056	356	6	283	27	1001	210	229	157	1224	0
2935	253	8	170	19	1033	202	246	182	558	0
3102	202	13	277	17	1719	213	251	170	792	0
3065	10	9	180	31	1091	210	221	148	1500	0
3275	201	13	342	35	3265	214	251	169	1226	0
3079	157	12	258	18	1614	233	241	137	806	0
3086	291	6	458	57	949	203	239	175	1100	0
3069	140	7	242	8	1513	231	238	139	797	0
3182	252	14	216	41	2725	188	249	198	685	0
3063	315	2	534	109	792	214	237	161	875	0
3047	128	8	120	21	1556	234	235	133	655	0
3096	0	8	170	16	618	208	225	154	1620	0
3081	143	9	417	48	162	234	238	135	1321	0
3111	96	7	331	78	182	232	230	131	1167	0
3049	236	17	60	8	1678	187	253	199	466	0
2897	224	30	134	63	774	166	251	207	558	0
3204	169	10	60	1	3326	228	244	148	1321	0
3091	74	3	180	6	1337	224	233	144	1505	0
3099	315	9	120	22	1110	197	233	176	1670	0
3023	95	8	30	1	1504	233	229	128	601	0
3180	212	12	297	9	2845	209	251	176	840	0
3214	137	11	212	43	3778	237	236	129	1800	0
3199	112	16	150	17	3867	246	221	99	1890	0
3141	24	8	256	45	666	216	222	143	1753	0
3184	194	11	90	17	3154	219	249	163	1172	0
3123	216	13	247	-17	2548	207	252	179	589	0
3170	347	11	108	17	1200	198	222	162	2318	0
3029	216	15	108	-7	2083	203	253	183	295	0
2878	34	11	153	-14	361	219	216	132	547	0
3170	302	6	42	5	2995	203	237	174	1092	0
3166	169	10	60	11	3681	228	244	148	1766	0
2968	189	11	228	-38	1245	221	248	160	541	0
3122	60	20	417	76	212	231	194	87	1356	0
3132	358	8	295	30	1511	208	225	155	1154	0
3107	325	6	679	-78	866	206	234	167	1032	0
2924	203	19	150	69	1130	207	253	175	459	0
3225	334	16	360	77	990	181	217	174	2144	0
2897	48	15	127	49	532	224	206	113	212	0
3018	270	22	30	10	2193	158	241	220	631	0
2909	98	5	212	61	459	228	233	138	297	0
3110	205	13	30	-4	3090	212	252	172	1358	0
2984	316	20	283	62	1651	164	219	194	797	0
3133	208	22	212	83	2611	200	254	181	1019	0
3134	189	23	85	22	2853	215	250	157	1233	0
3114	192	25	127	30	2734	209	250	161	1167	0
3301	20	10	658	129	1114	213	218	141	2362	0
2904	54	18	242	56	655	228	198	97	481	0
3076	201	22	108	41	2648	204	253	174	1153	0
3256	236	10	272	40	579	202	249	184	902	0
2883	50	25	42	23	931	222	176	75	591	0
3193	281	15	324	74	3398	177	240	203	1739	0
3250	279	17	153	34	677	170	240	208	1034	0
3248	158	24	658	91	924	237	236	114	1365	0
3229	116	18	540	91	660	248	220	94	2047	0
3271	273	12	573	148	3621	186	243	196	1997	0
3364	327	16	792	222	4099	179	220	180	2415	0
3269	134	18	466	131	849	246	229	104	2271	0
2928	347	34	85	39	1131	136	163	152	819	0
3232	286	19	509	132	3475	164	236	210	1890	0
3137	166	24	433	143	607	232	240	125	1572	0
3195	112	15	390	57	573	245	223	102	2090	0
3107	300	10	283	32	3068	192	236	184	1613	0
3236	134	14	365	98	771	242	232	117	2274	0
3232	161	15	300	94	845	234	242	135	2400	0
3413	303	17	1060	286	4114	171	230	198	2554	0
2991	322	17	511	222	671	175	221	185	1341	0
3017	341	20	618	257	750	175	206	168	1458	0
3203	156	12	175	52	882	234	241	136	2563	0
3048	340	21	679	275	824	172	205	170	1513	0
3187	161	19	90	19	886	235	241	129	2630	0
3409	298	21	1140	290	4009	158	228	209	2574	0
3141	312	12	577	-53	713	187	231	184	1315	0
3113	344	24	799	344	967	164	194	164	1624	0
3188	325	15	0	0	726	182	223	180	1072	0
3277	333	9	234	32	450	200	229	168	1194	0
3211	319	5	319	40	484	208	235	167	1170	0
3219	282	12	297	41	551	188	241	193	1203	0
2851	38	10	108	-6	595	220	217	131	1298	0
3168	335	27	598	92	400	150	194	177	1790	0
3153	17	27	376	77	636	188	174	112	1678	0
3101	4	45	240	25	1172	123	115	98	1567	0
2861	4	13	170	1	661	202	214	148	1333	0
2813	61	23	150	62	1382	231	187	77	1213	0
3129	331	13	301	53	1050	189	223	174	1672	0
3191	21	16	488	115	600	208	204	129	1828	0
2890	35	13	201	4	711	218	211	127	1482	0
2886	18	12	216	3	726	210	214	139	1466	0
3372	55	11	175	27	552	227	215	120	912	0
2860	50	11	277	108	1416	225	215	123	1413	0
2913	53	11	589	170	1252	227	215	121	1515	0
3222	57	14	600	94	1283	229	210	111	1951	0
3006	278	31	201	80	2571	124	228	235	2602	0
3164	278	16	192	55	362	175	241	205	2308	0
2935	66	14	641	183	1383	233	211	108	1693	0
3301	9	15	541	173	1384	202	209	142	2190	0
3310	320	16	722	182	1245	176	223	186	2227	0
2800	252	11	30	8	2100	196	248	190	1935	0
3180	88	14	162	46	532	240	216	103	2148	0
3176	277	11	201	41	210	189	242	193	2620	0
3266	240	13	547	131	570	195	251	192	2462	0
2941	55	13	612	176	1560	228	212	115	1866	0
3193	276	19	124	59	569	166	240	212	2171	0
3103	4	24	511	43	1302	180	185	135	2160	0
3310	157	6	537	96	984	227	241	148	2612	0
3305	41	20	458	91	1041	218	193	101	2610	0
3194	257	16	446	59	443	180	248	205	2852	0
3223	233	14	618	88	604	197	252	191	2789	0
3214	252	3	607	79	551	213	241	166	2856	0
2939	137	8	85	4	2029	233	237	136	2992	0
2903	245	25	127	44	2774	160	249	220	2270	0
3193	182	15	690	84	430	223	249	154	2913	0
3263	110	12	277	57	182	240	227	115	537	0
3141	245	12	272	32	127	194	249	192	3111	0
3245	105	11	192	39	120	238	227	118	618	0
3204	205	22	832	111	402	201	254	178	2644	0
3194	213	19	805	109	376	200	254	184	2617	0
3236	252	9	324	17	920	199	247	186	2310	0
3159	261	6	577	74	247	206	243	176	2780	0
3157	201	8	510	71	182	217	247	165	2748	0
3150	208	11	658	57	228	212	251	173	2614	0
3225	188	10	467	17	765	221	248	159	2130	0
3154	204	9	607	71	192	215	248	168	2449	0
3213	192	14	492	6	698	218	250	162	2070	0
3043	80	23	469	104	1422	243	193	68	2308	0
3188	155	20	636	-23	757	239	237	118	2048	0
2983	104	18	162	40	1871	247	215	90	2539	0
3147	180	11	731	106	722	224	247	154	1914	0
3237	63	13	85	8	457	231	214	113	967	0
3223	4	3	30	5	421	215	233	155	1050	0
2980	162	7	150	18	1584	227	242	148	2236	0
3052	117	13	480	64	1101	242	228	113	1878	0
2996	98	11	255	31	1302	238	224	115	1968	0
3099	166	9	443	15	108	228	244	148	1511	0
3006	121	11	162	18	1134	239	231	121	1800	0
3234	341	19	255	60	1853	177	208	168	1931	0
3187	337	22	488	80	3728	165	203	174	1583	0
3218	49	18	0	0	1822	225	197	100	1673	0
3255	21	25	402	78	1731	195	179	111	2103	0
2977	6	6	0	0	1182	212	227	153	1761	0
3254	4	23	553	73	1621	183	189	137	2278	0
3230	97	6	666	61	1442	230	231	135	2466	0
2990	18	7	42	0	993	215	226	148	1592	0
3246	351	16	42	3	1855	190	212	158	1784	0
3246	21	7	816	71	1434	215	224	146	2658	0
3032	56	7	210	36	646	225	226	135	1260	0
3277	19	11	30	0	2132	212	216	140	2043	0
3352	13	5	430	131	2083	215	229	151	2329	0
3303	40	11	30	7	2122	221	215	127	2093	0
3295	33	22	800	4	1860	210	187	104	2673	0
3346	25	9	759	125	1982	216	221	141	2636	0
3295	66	8	466	4	1631	229	224	128	3161	0
3124	196	18	870	276	4395	213	252	167	1561	0
3256	138	14	90	-7	1300	241	234	119	3120	0
3289	297	2	42	9	1415	213	238	163	3330	0
3229	132	19	30	8	1120	247	227	100	2940	0
3076	161	17	757	248	4533	235	242	132	1554	0
3308	53	10	0	0	1374	226	219	127	3504	0
3322	18	4	0	0	1398	217	231	152	3483	0
3161	77	13	108	13	713	236	216	108	2589	0
3069	243	25	808	-21	4143	162	250	218	1198	0
3184	199	11	258	93	3697	216	250	167	658	0
3183	165	12	218	92	3638	230	244	143	595	0
3269	37	7	175	-1	1087	220	224	140	3132	0
2966	173	32	759	138	4334	220	236	122	1499	0
3253	75	5	362	-20	900	227	230	137	3093	0
2839	218	20	658	77	4105	195	254	190	1574	0
2899	216	34	765	152	3960	164	247	198	1423	0
2837	232	15	642	85	4021	194	252	193	1556	0
2995	155	30	134	58	3376	239	226	93	1061	0
2868	237	25	674	145	3822	167	252	214	1468	0
2978	157	27	240	41	3407	238	232	106	1199	0
2978	225	37	153	-2	3097	144	244	212	1041	0
3326	116	15	247	-6	849	245	224	105	3631	0
2881	214	29	600	172	3662	179	252	193	1507	0
3025	244	6	297	94	2582	208	245	175	1253	0
2902	216	27	90	25	2997	182	253	194	1259	0
3402	137	21	277	73	1018	247	226	97	4089	0
2786	221	21	319	87	3658	190	254	194	1786	0
3293	125	28	108	-37	633	253	208	63	3728	0
2834	172	21	170	-8	3031	228	244	137	1518	0
2919	220	32	134	12	2440	167	250	202	1544	0
2711	172	22	216	35	3477	228	244	136	1897	0
3298	130	22	201	-23	658	249	222	89	4014	0
2701	201	20	212	45	3342	207	253	173	1883	0
2877	203	34	228	-9	2357	181	246	176	1638	0
3376	192	12	807	238	1061	219	249	162	4315	0
3108	180	9	228	30	150	224	246	155	3556	0
3175	124	19	418	-146	319	248	222	94	3841	0
2607	137	12	120	-8	2603	238	235	125	2037	0
2838	201	16	474	-7	1431	212	252	171	752	0
2700	165	14	240	48	3643	232	244	140	2514	0
3220	215	24	309	82	955	189	254	191	4676	0
2696	190	27	234	71	1908	210	248	157	1505	0
2766	185	19	361	-28	1360	220	250	155	902	0
2554	144	11	0	0	2771	236	238	132	2365	0
2710	191	26	443	-45	1209	210	249	158	939	0
2715	214	29	210	-20	990	179	252	193	703	0
2737	204	16	30	1	875	210	253	174	541	0
2694	214	32	150	-41	882	173	249	193	722	0
2712	209	24	90	-23	849	195	254	183	684	0
2564	204	34	190	75	1132	182	247	178	1140	0
2712	161	9	450	-23	573	230	242	144	700	0
2634	201	27	90	-53	703	197	251	174	834	0
2593	3	20	127	31	2092	189	198	143	2255	0
2583	10	7	240	67	1677	213	226	151	1883	0
2526	56	14	0	0	1436	228	211	113	1698	0
2672	182	11	153	18	485	223	247	156	691	0
2608	34	14	124	38	2502	217	210	125	2552	0
2602	213	20	319	167	297	198	254	186	726	0
2630	27	19	242	79	2048	208	194	116	2282	0
2661	335	27	124	63	2280	148	192	177	2292	0
2546	314	17	67	28	660	173	225	191	1328	0
2563	5	8	192	45	577	210	225	152	1216	0
2757	34	28	335	0	2073	203	166	84	2101	0
2590	38	12	0	0	1124	220	214	127	1727	0
2812	44	15	192	21	2058	222	205	113	1948	0
2707	71	18	0	0	1742	237	203	90	1860	0
2572	34	14	297	38	382	217	210	125	782	0
2810	118	18	30	5	2881	248	221	94	2105	0
2867	23	23	268	54	2758	199	183	112	1781	0
2866	354	18	240	53	2940	186	205	155	1860	0
2754	91	22	0	0	1855	248	198	68	1470	0
2575	54	19	127	44	834	227	196	94	1072	0
2879	82	25	175	60	2255	245	187	56	1273	0
2835	104	6	95	16	2093	230	233	136	1239	0
2912	100	13	361	107	2652	241	222	110	1415	0
2930	81	19	376	125	2730	242	204	85	1398	0
2829	214	14	42	-13	3444	205	253	181	1915	0
2591	47	11	216	39	1195	224	215	124	1332	0
2527	47	10	362	23	949	224	217	127	983	0
2643	183	15	60	8	1846	222	249	155	942	0
2611	244	8	342	130	1357	204	247	181	1448	0
2757	206	19	0	0	3056	205	254	178	1382	0
2703	98	13	0	0	2271	241	222	109	658	0
2837	75	19	234	61	3247	239	201	85	1594	0
2675	204	12	0	0	1994	213	251	171	511	0
2825	212	31	234	124	2646	178	251	190	967	0
2624	112	10	190	22	1752	238	229	121	600	0
2622	113	15	240	38	1725	245	223	104	534	0
2578	102	17	85	12	1266	246	215	91	1434	0
2740	107	18	228	41	2160	248	216	89	488	0
2493	36	23	228	92	685	212	184	98	726	0
2740	155	15	247	119	2147	237	240	129	470	0
2592	71	16	175	44	1468	236	208	99	524	0
2675	102	12	0	0	1824	240	224	111	150	0
2598	76	15	201	53	2649	238	210	99	713	0
2562	24	26	153	44	2372	196	175	104	636	0
2563	160	16	30	6	1380	235	242	133	6723	0
2857	172	15	60	7	4873	229	246	145	4448	0
2686	74	7	108	28	1754	229	227	132	6578	0
2995	339	11	95	17	5969	197	225	166	3472	0
3001	73	10	42	0	6245	232	221	121	3223	0
2686	67	8	430	4	1673	228	224	129	5993	0
3021	96	14	85	13	6339	241	219	105	3144	0
2742	56	3	108	7	2635	222	232	146	6600	0
2502	45	6	270	21	875	222	227	141	4716	0
2806	318	13	30	3	4722	186	228	182	4819	0
2525	151	5	295	43	1273	226	240	148	4763	0
2985	90	11	301	23	5773	237	223	116	3833	0
3064	167	6	60	-8	6766	225	242	151	2952	0
2975	173	24	134	30	5843	227	244	136	3863	0
2656	128	16	108	37	1667	245	228	107	5215	0
2900	70	25	108	0	5460	237	182	62	4288	0
2513	342	9	0	0	1347	201	226	164	4444	0
3080	164	20	454	46	5622	234	241	128	1595	0
2653	101	8	150	42	1831	235	229	126	4812	0
2582	10	8	300	28	1318	211	224	149	4202	0
2620	1	12	153	31	1693	203	217	152	4427	0
3103	207	11	297	49	6083	213	250	171	2140	0
2834	54	6	134	16	3503	224	226	137	6390	0
2646	2	17	277	49	1610	194	205	146	4311	0
2738	26	12	30	3	2761	214	214	134	5497	0
2715	53	5	234	34	2322	223	229	142	4943	0
3031	213	16	376	20	5791	205	253	181	2190	0
2978	149	23	319	134	6018	243	232	105	4176	0
2883	68	9	0	0	4384	230	221	124	5917	0
2703	312	12	95	32	2132	186	231	184	4543	0
2712	66	15	212	1	1641	233	210	105	4213	0
2759	26	7	297	28	2881	217	225	144	5168	0
2729	346	2	153	1	1536	215	235	158	4034	0
2614	71	14	361	82	990	235	211	104	3645	0
2709	104	2	212	0	1991	222	236	150	4264	0
3004	336	6	566	170	5478	206	231	164	5172	0
3047	211	18	600	180	5954	202	254	182	3907	0
2793	48	23	30	16	3217	221	183	84	4970	0
2880	162	5	0	0	6132	224	241	151	4587	0
2830	11	13	42	8	3197	206	213	143	4883	0
2889	79	26	162	37	3439	243	183	53	5076	0
2717	101	14	190	30	1895	243	220	104	3788	0
3031	232	8	480	145	6030	207	248	178	5130	0
2916	121	15	127	49	3543	245	226	106	5099	0
2669	35	19	297	68	872	215	196	111	2934	0
2852	1	11	67	0	3285	204	219	152	4832	0
2982	255	7	511	66	5435	205	244	178	4273	0
2696	35	13	0	0	1661	218	211	126	3342	0
3008	193	12	633	99	6066	219	249	163	5431	0
3011	17	5	1020	85	5678	216	229	151	5960	0
2848	39	13	127	0	3021	220	212	124	4414	0
2661	118	15	485	61	931	244	226	107	2620	0
2683	83	8	534	83	1084	231	227	128	2696	0
2962	23	12	153	30	4996	213	214	136	6252	0
2968	270	4	480	71	4178	210	241	170	5449	0
2929	209	17	371	20	5770	205	254	179	5413	0
2906	180	3	134	6	4943	220	241	156	4597	0
2613	115	18	175	13	973	248	220	94	2335	0
3024	357	5	663	52	5646	213	231	157	6504	0
2857	83	6	30	2	3156	229	230	135	4129	0
2978	164	14	150	23	4668	232	244	140	5632	0
2962	176	10	90	10	4468	226	246	152	5428	0
2897	72	13	150	17	3342	234	215	111	4231	0
3109	126	13	417	-32	4001	242	231	115	4664	0
2985	220	13	579	89	6021	205	252	182	6483	0
2884	329	3	190	16	3115	213	236	161	3862	0
2772	43	19	537	-37	1676	220	196	104	2215	0
2673	47	9	309	7	1245	223	221	132	1528	0
2972	162	15	108	20	4195	233	243	136	5280	0
2830	76	9	170	24	2438	232	223	124	2922	0
2975	308	8	454	39	4374	199	235	176	4972	0
3021	135	1	573	56	5460	220	238	154	5681	0
2649	39	12	384	-7	1282	220	212	125	743	0
2933	75	8	540	-5	3998	230	225	127	4385	0
2934	176	13	376	85	3137	226	247	150	3413	0
2927	61	9	480	5	3971	227	222	128	4316	0
2952	191	2	384	-42	3861	219	241	158	5757	0
3008	205	13	726	112	5907	212	251	172	5586	0
2887	139	10	175	25	3456	236	237	131	3539	0
2998	123	11	85	13	5130	239	232	122	5021	0
2774	139	9	268	12	2220	234	237	134	1477	0
2923	201	8	90	14	4188	217	247	165	4300	0
2913	149	1	192	-2	4056	221	238	154	6428	0
2714	150	14	85	26	1687	237	239	128	912	0
2695	148	17	60	7	1597	241	236	118	824	0
2893	121	6	210	11	3833	230	235	139	3660	0
2780	178	14	170	19	2933	225	247	151	2220	0
2803	114	16	30	-8	3216	246	222	99	2642	0
2606	96	2	300	58	1140	223	236	149	351	0
2896	302	9	446	17	3840	195	236	181	3485	0
2761	95	12	0	0	3048	239	222	112	2293	0
2565	143	19	85	34	900	244	232	108	256	0
2577	116	12	127	29	1050	241	228	115	361	0
2696	79	5	95	10	1800	226	231	139	1034	0
2900	41	5	499	84	3745	221	229	144	3171	0
2931	36	7	272	27	4559	220	225	141	3941	0
2581	342	21	42	14	1218	172	203	167	741	0
2912	41	5	124	-2	4018	221	229	144	5571	0
2945	65	17	212	60	4520	233	204	97	3618	0
2975	262	20	443	75	5574	167	246	215	4255	0
2735	130	12	120	29	2505	240	233	121	2175	0
2945	58	14	342	30	3778	229	211	112	5515	0
2618	54	4	242	6	785	222	230	143	938	0
2543	107	8	342	39	400	234	231	129	1154	0
2804	159	12	190	51	3248	233	242	138	2981	0
3057	75	11	272	58	5251	234	219	116	3388	0
2784	156	14	124	31	3260	235	241	132	3042	0
2975	67	12	277	20	3664	232	215	113	5378	0
2972	56	12	212	13	3676	228	214	117	5318	0
2556	108	7	190	9	351	232	232	133	1396	0
2639	111	15	212	27	618	244	223	104	1323	0
2557	165	15	67	10	270	232	244	139	1443	0
3077	209	5	579	78	5500	216	244	165	3274	0
2937	164	13	228	26	4650	231	244	141	2678	0
2657	128	13	242	-3	721	241	232	118	1771	0
3008	297	1	722	99	5610	216	238	160	2989	0
2633	151	17	228	75	543	239	238	121	1776	0
2898	50	25	218	89	3543	222	177	76	2512	0
2559	129	20	67	5	430	249	223	93	1890	0
2577	293	15	127	42	180	177	236	199	1621	0
2853	120	7	488	52	2618	232	235	136	2799	0
2789	138	6	127	16	2114	229	238	143	2594	0
2991	45	16	552	49	4328	223	203	110	4269	0
3077	63	20	360	8	3515	233	196	86	4924	0
2755	76	20	258	12	1718	240	199	82	2439	0
2591	23	14	190	41	150	211	209	131	1116	0
3003	135	1	361	86	4354	220	238	155	2088	0
2998	87	9	402	87	4294	233	226	125	2081	0
2717	41	16	283	9	907	220	203	113	2190	0
2902	159	18	60	4	3566	236	241	129	1917	0
2736	125	17	175	80	2128	246	226	103	2722	0
2996	358	7	408	69	4661	210	227	156	1879	0
2960	260	7	458	40	5284	203	244	179	1981	0
2699	350	20	108	43	1950	179	202	157	2727	0
2865	103	15	108	26	3377	244	220	101	1772	0
2765	324	19	60	24	1660	170	217	185	2922	0
2994	86	10	255	57	4737	234	224	120	1538	0
2892	186	23	60	17	4310	217	249	153	1413	0
2873	188	19	175	58	3890	218	250	158	1426	0
2937	90	5	0	0	4583	228	231	137	1302	0
2856	49	20	108	32	4224	224	194	96	1144	0
2800	39	15	297	58	1627	219	206	118	2579	0
2860	357	20	488	166	2773	183	199	149	1879	0
2641	26	12	134	21	780	214	214	134	1588	0
2834	319	28	258	95	3509	138	202	199	1321	0
2962	251	14	268	46	5274	187	249	199	1744	0
2760	95	3	162	21	1294	224	235	147	2249	0
2840	97	11	360	58	2053	239	224	114	2831	0
2913	324	26	430	174	3578	145	202	191	1215	0
3030	307	17	595	54	5482	173	228	195	1209	0
2824	304	22	134	54	3915	155	223	206	914	0
3001	329	17	421	85	5400	178	218	179	1383	0
2968	171	17	430	52	4535	230	245	141	511	0
2866	306	27	210	98	3912	134	212	213	907	0
2922	139	27	283	121	4406	248	219	79	497	0
3004	231	13	390	95	5320	199	252	188	1328	0
3004	189	9	446	101	3358	221	247	160	1252	0
2855	289	21	90	34	4119	155	232	215	700	0
2882	337	9	469	62	2250	200	228	166	2704	0
2683	51	12	319	36	484	226	213	119	1731	0
3034	96	19	277	-25	4268	247	209	82	2478	0
3040	77	12	285	71	5327	235	217	112	808	0
2858	2	20	192	5	2701	187	197	143	2202	0
2878	117	10	366	58	2343	237	231	124	2663	0
2854	322	22	30	11	4237	158	212	191	618	0
2725	338	9	30	0	1530	201	228	166	2292	0
2909	163	13	433	57	2724	232	243	140	2256	0
2735	27	7	0	0	1620	217	224	143	2411	0
3043	91	10	382	83	5423	236	224	119	721	0
2590	9	9	330	45	484	211	223	149	1100	0
3004	201	12	488	114	5395	215	250	169	904	0
2909	10	8	30	3	4657	211	224	149	1690	0
2750	137	8	0	0	2003	233	237	136	2885	0
2766	133	9	150	26	1682	235	236	131	2218	0
2917	304	17	67	19	3461	172	229	197	1515	0
2776	336	10	42	11	2268	197	226	168	3013	0
2711	39	6	360	-11	999	220	227	142	1215	0
2717	343	8	450	4	1020	204	228	163	1065	0
2865	18	4	30	-1	2938	217	231	152	2148	0
2962	56	5	361	54	3580	223	229	141	1624	0
2980	303	23	541	3	4973	149	221	209	366	0
2740	357	5	577	14	1177	212	231	156	953	0
2867	288	14	60	8	5459	178	238	199	859	0
2873	29	14	268	40	2676	214	208	126	2688	0
2624	45	3	0	0	1339	220	232	148	228	0
3089	352	21	218	43	4852	178	198	155	658	0
2657	28	11	201	10	1200	216	215	134	85	0
3017	85	6	256	46	4224	228	230	136	1112	0
2928	339	12	127	1	3692	195	223	167	1392	0
2955	315	3	379	-6	4207	210	236	164	2131	0
2906	76	14	268	42	3037	236	214	106	2523	0
2852	3	8	331	54	2040	209	225	153	1687	0
3136	284	14	576	90	5229	180	239	199	841	0
2852	7	8	42	3	2826	210	224	151	2738	0
2900	93	8	153	36	3090	233	228	127	2525	0
2704	93	20	60	14	1572	247	205	78	525	0
2872	111	10	242	60	2497	237	229	122	1994	0
2797	124	11	60	13	2223	238	232	124	1410	0
3095	61	15	301	33	4816	231	208	106	579	0
2992	84	6	108	8	3918	229	229	133	1537	0
3008	45	1	258	49	4436	219	236	154	2340	0
3019	315	1	42	0	4220	215	237	160	993	0
3136	6	16	661	-54	3628	199	208	144	2912	0
3172	212	3	510	64	5662	217	242	162	1216	0
2925	49	13	309	38	3319	225	211	117	2706	0
3112	86	21	175	14	5121	245	200	75	60	0
2951	339	6	283	40	3573	207	232	163	2520	0
3091	52	9	120	-6	5089	225	221	130	42	0
2584	28	13	182	40	900	215	212	131	1338	0
2984	55	13	268	39	4116	228	211	113	1896	0
3087	249	14	674	109	6250	188	250	199	1480	0
2991	171	8	210	39	4198	226	244	151	2256	0
2917	50	16	182	41	3573	225	205	109	2912	0
3064	150	22	90	9	4685	242	233	108	3055	0
2946	153	14	30	5	4013	236	240	131	2438	0
2875	63	12	323	43	2039	230	215	116	2324	0
2843	35	10	0	0	1784	219	218	134	2514	0
3055	230	18	319	43	5708	190	253	197	1913	0
2954	250	10	240	78	2881	198	248	188	2353	0
2991	267	4	371	108	2753	209	241	170	2160	0
2912	28	17	95	6	1966	211	202	123	2177	0
2763	50	11	516	-21	787	225	216	124	2727	0
2943	357	18	85	20	2037	189	205	151	2101	0
2847	62	9	150	7	1265	228	221	125	2378	0
3258	338	8	900	114	6406	204	229	165	1613	0
3081	133	8	134	2	5081	233	236	135	2007	0
2988	336	9	150	36	3132	199	227	167	2017	0
2972	342	8	0	0	3337	205	229	163	2054	0
2970	146	2	0	0	2433	221	238	153	1712	0
3049	86	15	190	10	4351	240	215	101	2620	0
2939	79	4	30	-1	2071	224	233	144	1672	0
3242	47	12	481	94	5970	224	214	122	2046	0
3162	131	9	277	23	5143	235	235	131	2596	0
3225	8	11	484	77	5568	207	218	147	2554	0
3006	137	11	234	0	2155	237	236	128	1026	0
2850	47	20	481	177	497	222	191	95	2403	0
3029	76	9	301	21	2343	231	224	126	849	0
3277	72	3	595	86	5872	223	233	146	2836	0
3041	31	6	331	33	2467	219	228	145	810	0
2892	343	11	395	110	732	197	223	164	2184	0
3135	45	1	95	0	4055	219	235	153	1632	0
2896	88	8	30	5	1379	232	227	128	1518	0
3154	72	6	351	18	4471	227	228	136	1978	0
2852	49	14	459	-75	598	225	209	115	2251	0
3203	70	6	404	15	5807	227	228	135	2920	0
2931	60	5	30	3	866	224	229	140	2249	0
3194	243	1	362	26	5923	216	239	160	2165	0
3057	151	5	0	0	3618	226	240	148	446	0
3013	49	10	30	-1	1698	224	218	127	1812	0
2860	53	20	342	179	362	226	194	93	1499	0
3202	292	4	258	16	5955	207	239	170	1774	0
2973	45	12	382	64	872	223	213	122	2006	0
2971	64	11	424	62	860	230	217	118	1989	0
3109	133	23	270	35	4265	249	221	86	792	0
2993	46	13	577	41	1138	224	211	119	2255	0
3032	10	7	566	52	1315	213	227	151	2455	0
2932	74	15	0	0	592	237	209	99	1879	0
2908	54	16	0	0	513	228	204	105	1824	0
2914	76	16	212	-25	552	238	209	97	1981	0
3195	353	6	240	-18	3072	210	230	158	1321	0
3036	53	5	319	8	1410	223	229	142	2634	0
3022	74	7	124	9	1253	229	227	132	2525	0
3073	50	16	210	21	1736	225	203	107	2818	0
2912	55	18	0	0	543	228	198	96	2329	0
3291	349	5	270	26	5670	211	232	159	511	0
2986	326	14	95	20	720	183	223	179	2647	0
2936	103	17	120	-8	511	246	216	93	2555	0
3224	153	2	216	-5	4615	222	239	153	732	0
2680	18	17	85	5	1284	205	202	130	1838	0
2730	355	19	85	13	1448	186	204	153	2012	0
3217	103	9	42	7	2359	235	229	125	2946	0
2744	332	14	120	33	1188	188	222	173	2075	0
3068	74	10	190	28	1283	232	222	122	2218	0
2843	332	17	67	-1	1702	178	216	177	2529	0
2814	57	30	408	50	1101	225	163	51	2014	0
2866	341	22	108	35	1566	167	200	168	2529	0
2924	272	32	816	547	886	122	231	238	2554	0
2475	321	25	285	98	577	150	208	194	1180	0
2959	201	3	451	112	1559	218	242	161	2382	0
3023	41	4	553	180	2080	220	230	146	2864	0
2930	225	5	283	67	1727	213	244	168	2748	0
2788	54	8	0	0	488	225	222	130	875	0
2946	113	12	319	73	1694	240	228	117	2860	0
3015	162	5	690	129	1571	224	241	151	2069	0
2743	282	40	552	260	900	83	207	246	1772	0
2770	245	28	511	246	1075	150	247	225	1630	0
2710	285	25	285	133	1041	142	230	224	1986	0
2697	353	23	175	100	1203	175	194	152	797	0
2968	346	2	242	25	1752	215	235	158	2323	0
